nom,category_id,categorie,prix_initial,prix_optimal,stock,date_expiration,jours_avant_expiration,supermarche,zone
Fromage au gruyère,1,Produits Laitiers,22.5,10.688,29,2026-04-10,6,Carrefour,Sousse
Fromage au cheddar,1,Produits Laitiers,22.5,9.484,74,2026-04-09,5,Carrefour,Ariana
Fromage meule pyrénée,1,Produits Laitiers,37.4,22.856,111,2026-04-12,8,Carrefour,Tunis
Fromage fondant râpé,1,Produits Laitiers,13.3,13.3,67,2026-04-16,12,Carrefour,Sousse
Fromage pour pizza cheese,1,Produits Laitiers,25.2,13.562,19,2026-04-11,7,Carrefour,Ariana
Fromage Mozzarella pour pizza,1,Produits Laitiers,16.8,7.98,82,2026-04-10,6,Carrefour,Tunis
Préparation alimentaire râpé au Gruyère,1,Produits Laitiers,18.6,7.027,110,2026-04-08,4,Carrefour,Sousse
Préparation alimentaire râpé à la Mozzarella,1,Produits Laitiers,17.6,6.05,108,2026-04-07,3,Carrefour,Ariana
Préparation alimentaire à la Mozzarella fino,1,Produits Laitiers,17.4,10.633,69,2026-04-12,8,Carrefour,Tunis
Fromage gruyère fondu,1,Produits Laitiers,35.9,35.9,66,2026-04-17,13,Carrefour,Sousse
Fromage cheddar fondu,1,Produits Laitiers,35.6,35.6,120,2026-04-18,14,Carrefour,Ariana
Préparation alimentaire,1,Produits Laitiers,24.9,7.591,33,2026-04-05,1,Carrefour,Tunis
Crème fraîche semi-épaisse,1,Produits Laitiers,1.04,0.358,77,2026-04-07,3,Carrefour,Sousse
Crème fraîche légère semi-épaisse à 15% de matière grasse,1,Produits Laitiers,3.1,2.437,106,2026-04-14,10,Carrefour,Ariana
"Lait caillé ""Raieb""",1,Produits Laitiers,1.69,1.329,69,2026-04-14,10,Carrefour,Tunis
"Lait fermenté ""Leben""",1,Produits Laitiers,1.69,1.329,115,2026-04-14,10,Carrefour,Sousse
Yaourt dessert zgougou,1,Produits Laitiers,0.95,0.511,76,2026-04-11,7,Carrefour,Ariana
Préparation alimentaire fondu,1,Produits Laitiers,3.89,3.89,23,2026-04-16,12,Carrefour,Tunis
Nwaser,1,Produits Laitiers,5.5,4.324,15,2026-04-14,10,Carrefour,Sousse
Fromage Edam en boule,1,Produits Laitiers,51.9,16.579,15,2026-04-06,2,Carrefour,Ariana
Fromage Gruyère,1,Produits Laitiers,63.2,63.2,110,2026-04-18,14,Carrefour,Tunis
Fromage râpé mozzarella 100% lait,1,Produits Laitiers,43.9,30.456,62,2026-04-13,9,Carrefour,Sousse
Fromage brie de Tebourba,1,Produits Laitiers,61.9,61.9,118,2026-04-17,13,Carrefour,Ariana
Fromage sans sel,1,Produits Laitiers,43.5,43.5,15,2026-04-17,13,Carrefour,Tunis
Fromage maasdam Hollande,1,Produits Laitiers,59.8,25.207,117,2026-04-09,5,Carrefour,Sousse
Yaourt à boire chocolat Plaisir,1,Produits Laitiers,1.05,1.05,36,2026-04-17,13,Carrefour,Ariana
Préparation alimentaire à la mozzarella Pizzatella,1,Produits Laitiers,2.25,2.25,81,2026-04-16,12,Carrefour,Tunis
Préparation alimentaire à la mozzarella Pizzatella,1,Produits Laitiers,6.79,2.334,40,2026-04-07,3,Carrefour,Sousse
4 Fromages râpés Rap'cheez,1,Produits Laitiers,46.9,22.277,115,2026-04-10,6,Carrefour,Ariana
Fromage Gouda jaune,1,Produits Laitiers,4.39,4.39,71,2026-04-17,13,Carrefour,Tunis
Fromage râpé au gruyère,1,Produits Laitiers,6.68,6.68,92,2026-04-16,12,Carrefour,Sousse
Formage mozzarella,1,Produits Laitiers,6.65,2.027,83,2026-04-05,1,Carrefour,Ariana
Fromage Edam rouge,1,Produits Laitiers,4.92,4.92,108,2026-04-18,14,Carrefour,Tunis
Fromage sicilien affiné,1,Produits Laitiers,4.68,1.768,76,2026-04-08,4,Carrefour,Sousse
Fromage râpé à l'emmental,1,Produits Laitiers,37.2,37.2,83,2026-04-16,12,Carrefour,Ariana
Fromage Gruyère,1,Produits Laitiers,70.5,55.421,30,2026-04-14,10,Carrefour,Tunis
Fromage Chantale noire,1,Produits Laitiers,45.2,19.053,104,2026-04-09,5,Carrefour,Sousse
Fromage râpé au gruyère 100% lait,1,Produits Laitiers,59.8,22.591,53,2026-04-08,4,Carrefour,Ariana
Fromage salé Sicilien,1,Produits Laitiers,37.2,37.2,47,2026-04-18,14,Carrefour,Tunis
Fromage Edam en boule,1,Produits Laitiers,43.9,18.505,108,2026-04-09,5,Carrefour,Sousse
Yaourt à boire Natiyo tropical guarana,1,Produits Laitiers,0.94,0.739,37,2026-04-14,10,Carrefour,Ariana
Fromage gruyère,1,Produits Laitiers,55.9,26.552,24,2026-04-10,6,Carrefour,Tunis
Fromage blanc fondu Carré,1,Produits Laitiers,5.8,2.191,83,2026-04-08,4,Carrefour,Sousse
Fromage mozzarella,1,Produits Laitiers,43.5,16.433,48,2026-04-08,4,Carrefour,Ariana
Margarine tartine et cuisson,1,Produits Laitiers,2.09,1.643,109,2026-04-14,10,Carrefour,Tunis
Préparation alimentaire râpé,1,Produits Laitiers,9.78,7.688,33,2026-04-14,10,Carrefour,Sousse
Fromage fondu à tartiner,1,Produits Laitiers,14.59,4.448,110,2026-04-05,1,Carrefour,Tunis
Fromage Maasdam Jack Cheese,1,Produits Laitiers,71.5,71.5,83,2026-04-17,13,Carrefour,Sousse
Fromage mozzarella,1,Produits Laitiers,36.5,22.306,18,2026-04-12,8,Carrefour,Ariana
Fromage mozzarella,1,Produits Laitiers,46.5,25.026,94,2026-04-11,7,Carrefour,Tunis
Fromage Sardaigne blanc,1,Produits Laitiers,43.5,13.261,16,2026-04-05,1,Carrefour,Sousse
Ricotta traditionnelle,1,Produits Laitiers,3.4,3.02,106,2026-04-15,11,Carrefour,Ariana
Crème dessert vanille,1,Produits Laitiers,0.78,0.477,98,2026-04-12,8,Carrefour,Tunis
Crème dessert noisette,1,Produits Laitiers,0.78,0.249,26,2026-04-06,2,Carrefour,Sousse
Crème dessert chocolat,1,Produits Laitiers,0.78,0.78,49,2026-04-16,12,Carrefour,Ariana
Fromage fondu râpé à l'emmental,1,Produits Laitiers,15.99,4.875,47,2026-04-05,1,Carrefour,Tunis
Yaourt,1,Produits Laitiers,0.43,0.148,75,2026-04-07,3,Carrefour,Sousse
Fromage fondu râpé à l'emmental,1,Produits Laitiers,22.9,9.653,57,2026-04-09,5,Carrefour,Ariana
Mozzarella filone,1,Produits Laitiers,45.9,15.778,26,2026-04-07,3,Carrefour,Tunis
Fromage 100% mozzarella,1,Produits Laitiers,9.29,2.832,79,2026-04-05,1,Carrefour,Sousse
Margarine tartines et cuisson,1,Produits Laitiers,7.59,5.967,54,2026-04-14,10,Carrefour,Ariana
Crème dessert Dolce Duo chocolat noisette,1,Produits Laitiers,0.79,0.79,57,2026-04-16,12,Carrefour,Tunis
Fromage crème 100% emmental,1,Produits Laitiers,16.98,16.98,43,2026-04-17,13,Carrefour,Sousse
Fromage crème 100% cheddar,1,Produits Laitiers,16.98,16.98,26,2026-04-18,14,Carrefour,Ariana
Fromage crème 100% emmental,1,Produits Laitiers,9.28,9.28,16,2026-04-17,13,Carrefour,Tunis
Fromage crème 100% cheddar,1,Produits Laitiers,9.28,4.994,49,2026-04-11,7,Carrefour,Sousse
Fromage râpé fondant à l'emmental,1,Produits Laitiers,24.99,19.645,95,2026-04-14,10,Carrefour,Ariana
Fromage mozzarella 100 % lait,1,Produits Laitiers,42.9,42.9,22,2026-04-17,13,Carrefour,Tunis
Œufs omiva,1,Produits Laitiers,17.59,13.828,40,2026-04-14,10,Carrefour,Sousse
Œufs omiva,1,Produits Laitiers,10.43,10.43,104,2026-04-18,14,Carrefour,Ariana
Yaourt à boire maxi banane,1,Produits Laitiers,1.76,0.605,48,2026-04-07,3,Carrefour,Tunis
Yaourt à boire Danup ananas passion,1,Produits Laitiers,0.95,0.511,119,2026-04-11,7,Carrefour,Ariana
Fromage râpé  au cheddar LAND'OR,1,Produits Laitiers,33.2,26.099,82,2026-04-14,10,Carrefour,Tunis
Fromage edam,1,Produits Laitiers,51.9,51.9,89,2026-04-17,13,Carrefour,Sousse
Fromage à tartiner Tartare,1,Produits Laitiers,4.4,3.053,50,2026-04-13,9,Carrefour,Ariana
Gouda au pesto vert Gardeli,1,Produits Laitiers,140.5,140.5,35,2026-04-17,13,Carrefour,Tunis
Sidi Salem St Paulin,1,Produits Laitiers,57.5,45.201,50,2026-04-14,10,Carrefour,Sousse
Gouda à l'ail noir,1,Produits Laitiers,65.4,45.371,115,2026-04-13,9,Carrefour,Ariana
Fromage bleu Danablu,1,Produits Laitiers,116.775,40.141,38,2026-04-07,3,Carrefour,Tunis
Fromage Affumicato,1,Produits Laitiers,49.9,17.153,63,2026-04-07,3,Carrefour,Sousse
Emmental kaiser,1,Produits Laitiers,72.8,23.256,50,2026-04-06,2,Carrefour,Ariana
Crotin de chèvre frais,1,Produits Laitiers,6.1,3.728,117,2026-04-12,8,Carrefour,Tunis
Meule edam,1,Produits Laitiers,27.9,27.9,37,2026-04-18,14,Carrefour,Sousse
Comte,1,Produits Laitiers,155.5,65.548,110,2026-04-09,5,Carrefour,Ariana
Emmental français,1,Produits Laitiers,32.0,9.756,26,2026-04-05,1,Carrefour,Tunis
Gouda aux fines herbes,1,Produits Laitiers,64.5,64.5,69,2026-04-17,13,Carrefour,Sousse
Mimolette,1,Produits Laitiers,57.5,39.891,37,2026-04-13,9,Carrefour,Ariana
Morbier,1,Produits Laitiers,62.3,43.221,113,2026-04-13,9,Carrefour,Tunis
Saint Paulin,1,Produits Laitiers,57.3,17.469,44,2026-04-05,1,Carrefour,Sousse
Gouda pesto pignon,1,Produits Laitiers,76.5,28.9,76,2026-04-08,4,Carrefour,Ariana
Parmiggiano Reggiano,1,Produits Laitiers,211.5,100.462,103,2026-04-10,6,Carrefour,Tunis
Fromage campagne,1,Produits Laitiers,49.9,44.321,27,2026-04-15,11,Carrefour,Sousse
Fromage extra edam,1,Produits Laitiers,58.6,17.865,33,2026-04-05,1,Carrefour,Ariana
Tinaflor,1,Produits Laitiers,46.9,46.9,114,2026-04-16,12,Carrefour,Tunis
Provolone,1,Produits Laitiers,59.9,41.556,75,2026-04-13,9,Carrefour,Sousse
Gouda grand'or cumin,1,Produits Laitiers,110.9,110.9,33,2026-04-16,12,Carrefour,Tunis
Fromage aux piments rouges,1,Produits Laitiers,65.4,35.198,23,2026-04-11,7,Carrefour,Sousse
Ricotta meriah,1,Produits Laitiers,19.9,19.9,42,2026-04-18,14,Carrefour,Ariana
Sicilien demi sel meriah,1,Produits Laitiers,43.5,16.433,109,2026-04-08,4,Carrefour,Tunis
Fromage tomme fleurie,1,Produits Laitiers,62.9,49.446,97,2026-04-14,10,Carrefour,Sousse
Morbier,1,Produits Laitiers,61.5,25.924,30,2026-04-09,5,Carrefour,Ariana
Gouda old mill,1,Produits Laitiers,161.9,55.653,83,2026-04-07,3,Carrefour,Tunis
Fromage pâte molle Ma Buche,1,Produits Laitiers,51.9,36.006,26,2026-04-13,9,Carrefour,Sousse
Lait demi écrémé U.H.T,1,Produits Laitiers,1.35,1.199,66,2026-04-15,11,Carrefour,Ariana
Formage jaune Gouda,1,Produits Laitiers,55.9,21.118,99,2026-04-08,4,Carrefour,Tunis
Fromage rouge Edam,1,Produits Laitiers,55.9,30.085,67,2026-04-11,7,Carrefour,Sousse
Yaourt aux morceaux  d'ananas,1,Produits Laitiers,0.84,0.583,30,2026-04-13,9,Carrefour,Ariana
Yaourt à boire pomme vanille,1,Produits Laitiers,1.22,1.22,53,2026-04-17,13,Carrefour,Tunis
Yaourt à boire fraise,1,Produits Laitiers,1.22,0.959,67,2026-04-14,10,Carrefour,Sousse
Yaourt à boire céréales fruits,1,Produits Laitiers,1.22,0.657,72,2026-04-11,7,Carrefour,Ariana
Margarine tartine et cuisson,1,Produits Laitiers,9.99,7.853,28,2026-04-14,10,Carrefour,Tunis
Pointe de brie,1,Produits Laitiers,13.89,4.775,19,2026-04-07,3,Carrefour,Sousse
Mozzarella cerises,1,Produits Laitiers,12.39,12.39,101,2026-04-17,13,Carrefour,Ariana
Fromage fondu à tartiner,1,Produits Laitiers,9.79,3.127,89,2026-04-06,2,Carrefour,Tunis
Fromage camembert Palet Fou,1,Produits Laitiers,17.39,12.064,90,2026-04-13,9,Carrefour,Sousse
Fromage camembert Palet Fort,1,Produits Laitiers,17.39,13.67,88,2026-04-14,10,Carrefour,Ariana
Fromage camembert Palet Fin,1,Produits Laitiers,17.39,17.39,31,2026-04-17,13,Carrefour,Tunis
Fromage camembert Le Petit Campagnard,1,Produits Laitiers,9.99,5.377,116,2026-04-11,7,Carrefour,Sousse
Fromage à raclette,1,Produits Laitiers,6.89,6.89,60,2026-04-17,13,Carrefour,Ariana
Margarine tartines et cuisson,1,Produits Laitiers,4.19,3.294,54,2026-04-14,10,Carrefour,Tunis
Yaourt à boire aux céréales et fruits,1,Produits Laitiers,0.94,0.3,23,2026-04-06,2,Carrefour,Sousse
Emmental cœur de meule,1,Produits Laitiers,11.98,9.418,41,2026-04-14,10,Carrefour,Ariana
Fromage râpé à l'emmental,1,Produits Laitiers,14.41,6.074,80,2026-04-09,5,Carrefour,Tunis
Pack de yaourts aromatisés Mamzouj fraise & vanille,1,Produits Laitiers,3.35,1.412,43,2026-04-09,5,Carrefour,Sousse
Yaourt à boire bifi 0 % fruits des bois,1,Produits Laitiers,1.05,0.361,52,2026-04-07,3,Carrefour,Ariana
Yaourt à boire vanille TipTop,1,Produits Laitiers,1.55,1.55,22,2026-04-17,13,Carrefour,Tunis
Yaourt à boire fraise TipTop,1,Produits Laitiers,1.55,0.736,79,2026-04-10,6,Carrefour,Sousse
Œufs Ovita,1,Produits Laitiers,17.29,9.305,31,2026-04-11,7,Carrefour,Ariana
Œufs frais Oméga 3,1,Produits Laitiers,14.39,14.39,103,2026-04-17,13,Carrefour,Tunis
Œufs fermiers,1,Produits Laitiers,21.99,8.307,18,2026-04-08,4,Carrefour,Sousse
Œufs fermiers,1,Produits Laitiers,11.59,11.59,84,2026-04-16,12,Carrefour,Ariana
Yaourt brassé saveur vanille,1,Produits Laitiers,0.43,0.148,45,2026-04-07,3,Carrefour,Tunis
Yaourt brassé fraise,1,Produits Laitiers,0.43,0.43,75,2026-04-16,12,Carrefour,Ariana
Yaourt bif 0 % aux morceaux de fruits,1,Produits Laitiers,0.9,0.484,68,2026-04-11,7,Carrefour,Tunis
Margarines allégée,1,Produits Laitiers,2.39,1.879,105,2026-04-14,10,Carrefour,Sousse
Fromage Roquefort,1,Produits Laitiers,24.29,8.35,104,2026-04-07,3,Carrefour,Ariana
Les palets de chèvre aromatisés,1,Produits Laitiers,21.99,21.99,53,2026-04-18,14,Carrefour,Tunis
La Brique Tradition 31% MG,1,Produits Laitiers,20.39,20.39,81,2026-04-17,13,Carrefour,Sousse
Fromage camembert Tradition 45% MG,1,Produits Laitiers,18.69,5.97,27,2026-04-06,2,Carrefour,Ariana
Fromage camembert Carthago,1,Produits Laitiers,13.99,13.99,106,2026-04-18,14,Carrefour,Tunis
Fromage camembert Carthago,1,Produits Laitiers,11.59,4.378,72,2026-04-08,4,Carrefour,Sousse
Fromage camembert,1,Produits Laitiers,28.5,17.417,106,2026-04-12,8,Carrefour,Ariana
Fromage camembert Vieux Calife,1,Produits Laitiers,18.59,12.897,75,2026-04-13,9,Carrefour,Tunis
Fromage camembert Calife,1,Produits Laitiers,16.99,5.18,53,2026-04-05,1,Carrefour,Sousse
Fromage camembert National,1,Produits Laitiers,15.39,15.39,17,2026-04-17,13,Carrefour,Tunis
Fromage râpé au cheddar,1,Produits Laitiers,13.68,13.68,106,2026-04-18,14,Carrefour,Sousse
Fromage Goutta légère 8%,1,Produits Laitiers,3.19,3.19,77,2026-04-16,12,Carrefour,Ariana
Fromage camembert Tomme de Tebourba,1,Produits Laitiers,14.99,9.161,39,2026-04-12,8,Carrefour,Tunis
Œufs frais Oméga 3,1,Produits Laitiers,16.8,7.98,47,2026-04-10,6,Carrefour,Sousse
Yaourt nature sans sucre Mio,1,Produits Laitiers,0.95,0.747,20,2026-04-14,10,Carrefour,Ariana
Fromage fondu 100% emmental,1,Produits Laitiers,5.59,5.59,58,2026-04-17,13,Carrefour,Tunis
Frmage fondu 100% emmental,1,Produits Laitiers,7.88,7.88,46,2026-04-17,13,Carrefour,Sousse
Fromage fondu 100% emmental,1,Produits Laitiers,5.24,2.209,75,2026-04-09,5,Carrefour,Ariana
Yaourt saveur vanille Maxi,1,Produits Laitiers,1.76,0.836,94,2026-04-10,6,Carrefour,Tunis
Yaourt saveur fraise Maxi,1,Produits Laitiers,1.76,1.563,99,2026-04-15,11,Carrefour,Sousse
Yaourt brassé vanille Ptit'Top,1,Produits Laitiers,0.43,0.162,115,2026-04-08,4,Carrefour,Ariana
Yaourt brassé fraise Ptit'Top,1,Produits Laitiers,0.43,0.148,113,2026-04-07,3,Carrefour,Tunis
Yaourt brassé abricot Ptit'Top,1,Produits Laitiers,0.43,0.298,34,2026-04-13,9,Carrefour,Sousse
Œufs frais jaune jaune Adhayma,1,Produits Laitiers,13.44,9.324,32,2026-04-13,9,Carrefour,Ariana
Crème dessert noisette Dolce,1,Produits Laitiers,0.78,0.78,63,2026-04-18,14,Carrefour,Tunis
Fromage râpé à l'emmental,1,Produits Laitiers,5.96,1.817,29,2026-04-05,1,Carrefour,Sousse
Boisson lactée goût fraise Laitgo,1,Produits Laitiers,0.52,0.247,68,2026-04-10,6,Carrefour,Ariana
Boisson lactée goût chocolat Laitgo,1,Produits Laitiers,0.52,0.28,17,2026-04-11,7,Carrefour,Tunis
Lait écrémé 0% matière grasse U.H.T,1,Produits Laitiers,2.3,2.043,71,2026-04-15,11,Carrefour,Sousse
Pack de yaourts aromatisés fraise vanille,1,Produits Laitiers,5.29,4.159,26,2026-04-14,10,Carrefour,Ariana
Crème dessert chocolat Danette,1,Produits Laitiers,0.78,0.477,110,2026-04-12,8,Carrefour,Tunis
Fromage fondu à tartiner Milkana,1,Produits Laitiers,15.75,15.75,116,2026-04-16,12,Carrefour,Sousse
Fromage râpé fondu au gruyère,1,Produits Laitiers,35.38,35.38,38,2026-04-16,12,Carrefour,Ariana
Préparation alimentaire râpée,1,Produits Laitiers,1.05,0.825,22,2026-04-14,10,Carrefour,Tunis
Crème fouettée végétale,1,Produits Laitiers,18.99,7.174,106,2026-04-08,4,Carrefour,Sousse
Boisson lactée  vanille Délisso,1,Produits Laitiers,0.92,0.562,104,2026-04-12,8,Carrefour,Ariana
Lait demi-écrémé U.H.T,1,Produits Laitiers,1.35,1.35,72,2026-04-16,12,Carrefour,Tunis
Crème fraîche,1,Produits Laitiers,2.69,2.69,64,2026-04-16,12,Carrefour,Sousse
Crème fraîche,1,Produits Laitiers,5.39,2.272,106,2026-04-09,5,Carrefour,Ariana
Crème dessert Dolce zgougou,1,Produits Laitiers,0.9,0.34,55,2026-04-08,4,Carrefour,Ariana
Crème dessert Danette vanille,1,Produits Laitiers,0.78,0.693,78,2026-04-15,11,Carrefour,Tunis
Œufs frais Oméga 3,1,Produits Laitiers,4.39,1.338,77,2026-04-05,1,Carrefour,Sousse
Crème dessert Le Grand Dessert,1,Produits Laitiers,0.85,0.259,87,2026-04-05,1,Carrefour,Ariana
Fromage slice Light,1,Produits Laitiers,17.99,17.99,98,2026-04-17,13,Carrefour,Tunis
Fromage slice Dégustation,1,Produits Laitiers,19.99,19.99,106,2026-04-17,13,Carrefour,Sousse
Œufs frais Oméga 3,1,Produits Laitiers,7.99,7.99,27,2026-04-18,14,Carrefour,Ariana
Bûche de chèvre affinée,1,Produits Laitiers,26.9,26.9,49,2026-04-17,13,Carrefour,Tunis
Boisson lactée goût chocolat Wake up,1,Produits Laitiers,1.59,0.508,20,2026-04-06,2,Carrefour,Sousse
Margarines à l'huile d'olive,1,Produits Laitiers,3.05,2.116,83,2026-04-13,9,Carrefour,Ariana
Fromage à pâte pressée cuite Comté,1,Produits Laitiers,34.67,27.254,80,2026-04-14,10,Carrefour,Tunis
Fromage gruyère Le Dégustation,1,Produits Laitiers,27.53,27.53,70,2026-04-18,14,Carrefour,Sousse
Fromage blanc fondu Mon Carré,1,Produits Laitiers,5.98,3.218,19,2026-04-11,7,Carrefour,Ariana
Fromage Edam,1,Produits Laitiers,9.33,4.432,47,2026-04-10,6,Carrefour,Tunis
Fromage à l'emmental Croque',1,Produits Laitiers,2.6,0.831,79,2026-04-06,2,Carrefour,Sousse
Fromage râpé  Grana Padano,1,Produits Laitiers,15.99,4.875,110,2026-04-05,1,Carrefour,Ariana
Crème dessert Plaisir zgougou,1,Produits Laitiers,0.88,0.371,25,2026-04-09,5,Carrefour,Tunis
Crème dessert Dolce chocolat,1,Produits Laitiers,0.78,0.541,40,2026-04-13,9,Carrefour,Sousse
Mousse au chocolat Plaisir,1,Produits Laitiers,0.79,0.702,100,2026-04-15,11,Carrefour,Tunis
Flan dessert,1,Produits Laitiers,0.8,0.244,41,2026-04-05,1,Carrefour,Sousse
Yaourt nature,1,Produits Laitiers,0.55,0.168,91,2026-04-05,1,Carrefour,Ariana
Œufs frais jaune orange+,1,Produits Laitiers,14.99,10.399,112,2026-04-13,9,Carrefour,Tunis
Pack de yaourts à boire Danup vanille,1,Produits Laitiers,5.65,1.722,113,2026-04-05,1,Carrefour,Sousse
Pack de yaourts à boire Danup fraise,1,Produits Laitiers,5.65,3.041,35,2026-04-11,7,Carrefour,Ariana
Pack de fromages frais Danino nature sucré,1,Produits Laitiers,3.42,3.42,20,2026-04-16,12,Carrefour,Tunis
Boisson lactée pêche abricot Vitalio,1,Produits Laitiers,0.99,0.417,95,2026-04-09,5,Carrefour,Sousse
Crème fouettée pâtisserie et cuisine,1,Produits Laitiers,44.59,18.796,109,2026-04-09,5,Carrefour,Ariana
Beurre extra fin,1,Produits Laitiers,3.89,1.337,116,2026-04-07,3,Carrefour,Tunis
Yaourt à boire Danup fraise,1,Produits Laitiers,0.95,0.511,67,2026-04-11,7,Carrefour,Sousse
Yaourt aromatisé Activia aux morceaux de pêche,1,Produits Laitiers,0.9,0.379,115,2026-04-09,5,Carrefour,Ariana
Lait demi-écrémé U.H.T,1,Produits Laitiers,0.93,0.731,51,2026-04-14,10,Carrefour,Tunis
Fromage râpé 100%  Emmental,1,Produits Laitiers,6.99,2.403,88,2026-04-07,3,Carrefour,Sousse
Fromage blanc fondu Mon Carré,1,Produits Laitiers,10.66,4.493,31,2026-04-09,5,Carrefour,Ariana
Fromage à raclette,1,Produits Laitiers,39.99,27.743,92,2026-04-13,9,Carrefour,Tunis
Fromage et biscuits croustillants Goûter,1,Produits Laitiers,3.26,1.121,15,2026-04-07,3,Carrefour,Sousse
Fromage râpé fondant à l'emmental,1,Produits Laitiers,13.89,13.89,59,2026-04-17,13,Carrefour,Ariana
Fromage camembert,1,Produits Laitiers,25.49,25.49,18,2026-04-18,14,Carrefour,Tunis
Fromage l'Emmental français en portion,1,Produits Laitiers,29.74,9.067,79,2026-04-05,1,Carrefour,Sousse
Fromage Mascarpone,1,Produits Laitiers,19.99,6.386,118,2026-04-06,2,Carrefour,Ariana
Pointe de Brie,1,Produits Laitiers,21.41,13.084,106,2026-04-12,8,Carrefour,Tunis
Fromage camembert au lait,1,Produits Laitiers,16.49,12.963,53,2026-04-14,10,Carrefour,Sousse
Fromage râpé Rap'cheese 100% lait,1,Produits Laitiers,49.9,23.702,48,2026-04-10,6,Carrefour,Ariana
Œufs fermiers frais rustiques,1,Produits Laitiers,10.5,9.326,17,2026-04-15,11,Carrefour,Tunis
Œufs fermiers frais rustiques,1,Produits Laitiers,6.4,6.4,64,2026-04-16,12,Carrefour,Sousse
Fromage fondu à tartiner,1,Produits Laitiers,9.59,4.555,79,2026-04-10,6,Carrefour,Ariana
Préparation alimentaire fondu,1,Produits Laitiers,5.4,5.4,19,2026-04-18,14,Carrefour,Tunis
Fromage frais à tartiner Milkana Tarti'frais,1,Produits Laitiers,5.29,4.699,108,2026-04-15,11,Carrefour,Sousse
Fromage frais à tartiner Milkana Tarti'frais,1,Produits Laitiers,3.05,0.93,71,2026-04-05,1,Carrefour,Ariana
Pack de yaourts aromatisés aux fruits & morceaux de pêche,1,Produits Laitiers,6.59,3.547,61,2026-04-11,7,Carrefour,Tunis
Fromage râpé Mix Di Fiore,1,Produits Laitiers,11.33,4.776,93,2026-04-09,5,Carrefour,Sousse
Fromage Goutta du Nord,1,Produits Laitiers,6.39,6.39,99,2026-04-18,14,Carrefour,Ariana
Yaourt panaché,1,Produits Laitiers,0.74,0.657,80,2026-04-15,11,Carrefour,Tunis
Fromage fondu spécial hamburger,1,Produits Laitiers,4.19,2.255,65,2026-04-11,7,Carrefour,Sousse
Yaourt aromatisé aux fruits avec morceaux de pêches,1,Produits Laitiers,0.84,0.84,52,2026-04-16,12,Carrefour,Ariana
Crème dessert Danette Liégeois chocolat,1,Produits Laitiers,0.84,0.399,112,2026-04-10,6,Carrefour,Tunis
Boisson lactée pêche abricot Nati,1,Produits Laitiers,0.95,0.303,64,2026-04-06,2,Carrefour,Sousse
Fromage ricotta à tartiner,1,Produits Laitiers,5.58,5.58,96,2026-04-18,14,Carrefour,Ariana
Yaourt à boire fraise,1,Produits Laitiers,0.74,0.657,93,2026-04-15,11,Carrefour,Tunis
Préparation alimentaire fondu,1,Produits Laitiers,1.52,0.486,65,2026-04-06,2,Carrefour,Sousse
Préparation alimentaire râpée,1,Produits Laitiers,12.49,8.665,66,2026-04-13,9,Carrefour,Ariana
Yaourt à boire Natiyo vanille,1,Produits Laitiers,2.05,0.625,52,2026-04-05,1,Carrefour,Tunis
Yaourt à boire Natiyo fraise,1,Produits Laitiers,2.05,2.05,102,2026-04-16,12,Carrefour,Sousse
Fromage râpé au gruyère,1,Produits Laitiers,4.84,2.605,44,2026-04-11,7,Carrefour,Ariana
